Date,Transactions Per Block
2017-06-08,1862.89090909091
2017-06-12,1830.59863945578
2017-06-16,1823.89864864865
2017-06-20,1952.44927536232
2017-06-24,1555.66438356164
2017-06-28,1782.23566878981
2017-07-02,1045.42021276596
2017-07-06,1585.25352112676
2017-07-10,1277.77664974619
2017-07-14,1639.58992805755
2017-07-18,1579.24242424242
2017-07-22,1395.9875
2017-07-26,1618.04761904762
2017-07-30,1252.68707482993
2017-08-03,1543.60144927536
2017-08-07,1627.46405228758
2017-08-11,1972.22916666667
2017-08-15,2046.06578947368
2017-08-19,1767.09933774834
2017-08-23,1985.74842767296
2017-08-27,1689.61935483871
2017-08-31,1722.23312883436
2017-09-04,1538.74285714286
2017-09-08,1597.07428571429
2017-09-12,1362.92553191489
2017-09-16,1350.63313609467
2017-09-20,2014.7264957265
2017-09-24,1277.7724137931
2017-09-28,1559.18644067797
2017-10-02,1966.68
2017-10-06,1784.27044025157
2017-10-10,1894.38125
2017-10-14,2079.00709219858
2017-10-18,2182.64238410596
2017-10-22,1588.63186813187
2017-10-26,1476.81666666667
2017-10-30,2150.18367346939
2017-11-03,2332.75630252101
2017-11-07,2151.51282051282
2017-11-11,2433.0987654321
2017-11-15,2117.02631578947
2017-11-19,1655.34375
2017-11-23,2243.35668789809
2017-11-27,2230.91764705882
2017-12-01,2256.32786885246
2017-12-05,2279.26404494382
2017-12-09,2318.38505747126
2017-12-13,2282.68279569892
2017-12-17,2118.43243243243
2017-12-21,2541.5303030303
2017-12-25,1695.74814814815
2017-12-29,2144.38787878788
2018-01-02,1994.0350877193
2018-01-06,2135.99404761905
2018-01-10,2092.72891566265
2018-01-14,1516.41935483871
2018-01-18,1788.98843930636
2018-01-22,1470.43113772455
2018-01-26,1422.31612903226
2018-01-30,1416.82035928144
2018-02-03,1233.48734177215
2018-02-07,1515.73758865248
2018-02-11,974.887417218543
2018-02-15,1512.84732824427
2018-02-19,1156.58641975309
2018-02-23,1251.30405405405
2018-02-27,1372.65
2018-03-03,983.466666666667
2018-03-07,1362.91719745223
2018-03-11,986.169934640523
2018-03-15,1431.84722222222
2018-03-19,1235.66451612903
2018-03-23,1352.01503759398
2018-03-27,1230.69078947368
2018-03-31,1161.0703125
2018-04-04,1263.33333333333
2018-04-08,860.465838509317
2018-04-12,1369.34415584416
2018-04-16,1390.82269503546
2018-04-20,1516.6204379562
2018-04-24,1600.58490566038
2018-04-28,1591.2578125
2018-05-02,1516.4
2018-05-06,1253.7299270073
2018-05-10,1356.88961038961
2018-05-14,1588.61363636364
2018-05-18,1429.02702702703
2018-05-22,1346.60264900662
2018-05-26,980.141975308642
2018-05-30,1172.85632183908
2018-06-03,1002.71779141104
2018-06-07,1451.93706293706
2018-06-11,1522.82857142857
2018-06-15,1345.49673202614
2018-06-19,1237.45161290323
2018-06-23,1020.59375
2018-06-27,1557.93388429752
2018-07-01,1062.90476190476
2018-07-05,1456.93430656934
2018-07-09,1518.72058823529
2018-07-13,1453.87412587413
2018-07-17,1471.48427672956
2018-07-21,1348.92700729927
2018-07-25,1413.60451977401
2018-07-29,990.629411764706
2018-08-02,1469.75816993464
2018-08-06,1668.75572519084
2018-08-10,1284.93181818182
2018-08-14,1820.75
2018-08-18,1193.34375
2018-08-22,1439.58125
2018-08-26,998.537572254335
2018-08-30,1502.53896103896
2018-09-03,1547.89583333333
2018-09-07,1518.35526315789
2018-09-11,1684.90070921986
2018-09-15,1507.65
2018-09-19,1609.21153846154
2018-09-23,1335.46
2018-09-27,1739.06293706294
2018-10-01,1536.83544303797
2018-10-05,1882.45384615385
2018-10-09,1814.32307692308
2018-10-13,1454.58865248227
2018-10-17,1886.68115942029
2018-10-21,1532.64492753623
2018-10-25,1858.38686131387
2018-10-29,1847.6301369863
2018-11-02,2046.88111888112
2018-11-06,2230.0859375
2018-11-10,1927.47328244275
2018-11-14,2168.55555555556
2018-11-18,1949.61788617886
2018-11-22,2181.27868852459
2018-11-26,2315.87387387387
2018-11-30,2476.80198019802
2018-12-04,1957.89130434783
2018-12-08,1819.71653543307
2018-12-12,2178.525
2018-12-16,1969.15652173913
2018-12-20,2127.94814814815
2018-12-24,1791.42763157895
2018-12-28,1845.91017964072
2019-01-01,1575.3355704698
2019-01-05,1626.94478527607
2019-01-09,1945.46341463415
2019-01-13,2021.87591240876
2019-01-17,2336.1811023622
2019-01-21,2101.34666666667
2019-01-25,2181.77536231884
2019-01-29,2233.98630136986
2019-02-02,2236.33333333333
2019-02-06,2131.68292682927
2019-02-10,2140.06428571429
2019-02-14,2514.06382978723
2019-02-18,2221.12258064516
2019-02-22,2162.38271604938
2019-02-26,2276.8198757764
2019-03-02,2544.42424242424
2019-03-06,2170.8046875
2019-03-10,1565.27205882353
2019-03-14,1935.02580645161
2019-03-18,1810.5900621118
2019-03-22,1854.18633540373
2019-03-26,2734.44029850746
2019-03-30,2717.86330935252
2019-04-03,2536.97183098592
2019-04-07,2486.74468085106
2019-04-11,2565.6178343949
2019-04-15,2630.84827586207
2019-04-19,2382.42105263158
2019-04-23,2687.52586206897
2019-04-27,2620.49635036496
2019-05-01,2570.46198830409
2019-05-05,2563.81395348837
2019-05-09,2410.46
2019-05-13,2337.89221556886
2019-05-17,2395.05960264901
2019-05-21,2489.47058823529
2019-05-25,2417.12857142857
2019-05-29,2328.47701149425
2019-06-02,2297.73282442748
2019-06-06,2321.82165605096
2019-06-10,2252.41401273885
2019-06-14,2156.1124260355
2019-06-18,2422.34969325153
2019-06-22,2511.17021276596
2019-06-26,2421.96363636364
2019-06-30,2175.86184210526
2019-07-04,2219.78443113772
2019-07-08,2129.02247191011
2019-07-12,2200.60365853659
2019-07-16,2242.82098765432
2019-07-20,1824.87005649718
2019-07-24,2126.53956834532
2019-07-28,1559.85142857143
2019-08-01,2365.79577464789
2019-08-05,2371.58041958042
2019-08-09,2320.57823129252
2019-08-13,2361.44585987261
2019-08-17,2252.0
2019-08-21,2270.64705882353
2019-08-25,1864.09032258065
2019-08-29,2101.41818181818
2019-09-02,2196.29530201342
2019-09-06,2313.48734177215
2019-09-10,1867.35164835165
2019-09-14,1934.8
2019-09-18,2087.27011494253
2019-09-22,1919.9578313253
2019-09-26,2080.55555555556
2019-09-30,2395.35384615385
2019-10-04,2294.02721088435
2019-10-08,2076.25925925926
2019-10-12,2268.36842105263
2019-10-16,2366.94405594406
2019-10-20,1984.90410958904
2019-10-24,2284.53383458647
2019-10-28,2310.52985074627
2019-11-01,2432.20769230769
2019-11-05,2311.38194444444
2019-11-09,2126.13194444444
2019-11-13,2362.55555555556
2019-11-17,1716.68831168831
2019-11-21,2364.62773722628
2019-11-25,2235.76
2019-11-29,2288.89705882353
2019-12-03,2129.82278481013
2019-12-07,1840.54193548387
2019-12-11,2206.42424242424
2019-12-15,2124.52419354839
2019-12-19,2035.3821656051
2019-12-23,2131.78321678322
2019-12-27,2222.09655172414
2019-12-31,2023.7724137931
2020-01-04,1709.6130952381
2020-01-08,2239.57042253521
2020-01-12,1875.07284768212
2020-01-16,2049.98113207547
2020-01-20,2063.55921052632
2020-01-24,2065.04605263158
2020-01-28,2394.7323943662
2020-02-01,2011.41721854305
2020-02-05,2318.2641509434
2020-02-09,2072.35294117647
2020-02-13,2411.9219858156
2020-02-17,2175.10191082803
2020-02-21,2197.94805194805
2020-02-25,2323.5625
2020-02-29,2212.42446043165
2020-03-04,2148.17365269461
2020-03-08,1915.78481012658
2020-03-12,2317.73509933775
2020-03-16,2272.26050420168
2020-03-20,2610.95412844037
2020-03-24,2107.05303030303
2020-03-28,1782.42222222222
2020-04-01,1842.18954248366
2020-04-05,1372.90857142857
2020-04-09,1861.72727272727
2020-04-13,1684.87134502924
2020-04-17,2237.96850393701
2020-04-21,2086.24832214765
2020-04-25,2064.74264705882
2020-04-29,2285.52413793103
2020-05-03,1677.09523809524
2020-05-07,2326.43537414966
2020-05-11,1948.01910828025
2020-05-15,2485.136
2020-05-19,2390.40869565217
2020-05-23,2262.43697478992
2020-05-27,2122.65942028986
2020-05-31,1722.84666666667
2020-06-04,2107.84768211921
2020-06-08,1958.48765432099
2020-06-12,1952.60122699387
2020-06-16,2270.11333333333
2020-06-20,2073.89051094891
2020-06-24,2246.91366906475
2020-06-28,1766.06
2020-07-02,2069.93292682927
2020-07-06,2199.78571428571
2020-07-10,2149.04347826087
2020-07-14,2498.9375
2020-07-18,2392.47692307692
2020-07-22,2533.27777777778
2020-07-26,1889.74683544304
2020-07-30,2428.06666666667
2020-08-03,2060.2037037037
2020-08-07,2148.01973684211
2020-08-11,2272.41558441558
2020-08-15,2011.28205128205
2020-08-19,2419.413043478261
2020-08-23,1839.031847133758
2020-08-27,2543.8527131782944
2020-08-31,2019.4666666666667
2020-09-04,2209.525925925926
2020-09-08,2146.2451612903224
2020-09-12,1765.6
2020-09-16,2210.3806451612904
2020-09-20,1824.612676056338
2020-09-24,2310.598540145985
2020-09-28,2290.5116279069766
2020-10-02,2319.4338235294117
2020-10-06,2445.5538461538463
2020-10-10,2087.3146853146854
2020-10-14,2111.013422818792
2020-10-18,1929.6416666666667
2020-10-22,2475.087591240876
2020-10-26,2295.4
2020-10-30,2417.6936936936936
2020-11-03,2369.092857142857
2020-11-07,1855.486301369863
2020-11-11,2192.360544217687
2020-11-15,1684.7666666666667
2020-11-19,2270.5182481751826
2020-11-23,2026.1224489795918
2020-11-27,2093.7987012987014
2020-12-01,2487.2894736842104
2020-12-05,1962.4930555555557
2020-12-09,2309.9208633093526
2020-12-13,1770.2564102564102
2020-12-17,2399.077519379845
2020-12-21,1984.0735294117646
2020-12-25,2110.4236111111113
2020-12-29,2212.5723684210525
2021-01-02,1967.6225165562914
2021-01-06,2245.107344632768
2021-01-10,2087.2012578616354
2021-01-14,2304.8231292517007
2021-01-18,2164.248275862069
2021-01-22,2302.3591549295775
2021-01-26,2092.7639751552797
2021-01-30,2296.419117647059
2021-02-03,2296.1666666666665
2021-02-07,1835.6666666666667
2021-02-11,2362.3178294573645
2021-02-15,2043.0198675496688
2021-02-19,2232.5882352941176
2021-02-23,2266.803149606299
2021-02-27,2043.2101910828026
2021-03-03,2193.434210526316
2021-03-07,1785.8835616438357
2021-03-11,2206.401515151515
2021-03-15,1974.5337837837837
2021-03-19,2136.3513513513512
2021-03-23,1951.7639751552795
2021-03-27,1812.9496855345913
2021-03-31,2119.420382165605
2021-04-04,1684.9794520547946
2021-04-08,2078.6119402985073
2021-04-12,2023.3958333333333
2021-04-16,2133.0485436893205
2021-04-20,2187.3203125
2021-04-24,2004.7586206896551
2021-04-28,1951.5915492957747
2021-05-02,1271.427027027027
2021-05-06,1831.6470588235295
2021-05-10,1684.9833333333333
2021-05-14,1985.4850746268658
2021-05-18,2210.18
2021-05-22,1929.3103448275863
2021-05-26,1891.4180327868853
2021-05-30,1248.576388888889
2021-06-03,1738.9183673469388
2021-06-07,1770.5187969924812
2021-06-11,2061.9238095238097
2021-06-15,1846.2671755725191
2021-06-19,1815.9417475728155
2021-06-23,2304.0
2021-06-27,2112.5423728813557
2021-07-01,2423.7157894736843
2021-07-05,1695.1515151515152
2021-07-09,1736.7251908396947
2021-07-13,1690.5588235294117
2021-07-17,1273.055944055944
2021-07-21,1625.3793103448277
2021-07-25,1140.751633986928
2021-07-29,1641.325
2021-08-02,1673.2657342657342
2021-08-06,1640.314465408805
2021-08-10,1581.6242424242423
2021-08-14,1274.841463414634
2021-08-18,1832.0962962962963
2021-08-22,1162.3841463414635
2021-08-26,1771.164383561644
2021-08-30,1858.9259259259259
2021-09-03,1918.8581081081081
2021-09-07,1808.0
2021-09-11,1475.9797297297298
2021-09-15,1894.0633802816901
2021-09-19,1253.225
2021-09-23,1628.418181818182
2021-09-27,1650.7935483870967
2021-10-01,1978.8714285714286
2021-10-05,1905.719512195122
2021-10-09,1641.26
2021-10-13,1709.5621301775147
2021-10-17,1349.26875
2021-10-21,2167.1824324324325
2021-10-25,1564.1758241758241
2021-10-29,1787.9122807017543
2021-11-02,1882.2911392405063
2021-11-06,1533.9805194805194
2021-11-10,2020.3020134228188
2021-11-14,1426.8535031847134
2021-11-18,2040.7430555555557
2021-11-22,1979.8936170212767
2021-11-26,2217.007575757576
2021-11-30,2193.10447761194
2021-12-04,1636.6064516129031
2021-12-08,1583.9880952380952
2021-12-12,1534.3428571428572
2021-12-16,2227.878260869565
2021-12-20,1853.798611111111
2021-12-24,1725.5960264900662
2021-12-28,1980.7611940298507
2022-01-01,1086.2441860465117
2022-01-05,1814.3666666666666
2022-01-09,1490.3758865248226
2022-01-13,1533.6033519553073
2022-01-17,1603.3602484472049
2022-01-21,2032.44776119403
2022-01-25,1744.2631578947369
2022-01-29,1550.5906040268455
2022-02-02,1823.4313725490197
2022-02-06,1405.1025641025642
2022-02-10,1774.2380952380952
2022-02-14,1618.248366013072
2022-02-18,1948.1716417910447
2022-02-22,1712.2697368421052
2022-02-26,1763.384
2022-03-02,2122.4779411764707
2022-03-06,1581.0381679389313
2022-03-10,1803.8137931034482
2022-03-14,1696.6797385620914
2022-03-18,1827.3986013986014
2022-03-22,1775.6308724832215
2022-03-26,1434.975155279503
2022-03-30,2021.2148148148149
2022-04-03,1622.7625899280577
2022-04-07,1952.2028985507247
2022-04-11,2019.14598540146
2022-04-15,1612.8544303797469
2022-04-19,2202.967741935484
2022-04-23,1441.5828220858896
2022-04-27,1688.8529411764705
2022-05-01,1391.1497005988024
2022-05-05,2011.2038216560509
2022-05-09,1803.2967741935483
2022-05-13,1775.5263157894738
2022-05-17,1894.530612244898
2022-05-21,1668.3333333333333
2022-05-25,2005.8472222222222
2022-05-29,1395.0268456375838
2022-06-02,2119.208
2022-06-06,1792.8066666666666
2022-06-10,1781.3333333333333
2022-06-14,1939.9383561643835
2022-06-18,1589.0384615384614
2022-06-22,1980.4031007751937
2022-06-26,1498.2246376811595
2022-06-30,1586.0409356725147
2022-07-04,1681.013986013986
2022-07-08,1813.0472972972973
2022-07-12,1823.6953642384105
2022-07-16,1531.337837837838
2022-07-20,2065.0396825396824
2022-07-24,1273.3694267515923
2022-07-28,2037.2624113475176
2022-08-01,1835.3676470588234
2022-08-05,1789.7533333333333
2022-08-09,1791.8391608391607
2022-08-13,1678.474820143885
2022-08-17,1985.4806201550387
2022-08-21,1407.0890410958905
2022-08-25,1638.1132075471698
2022-08-29,1606.592356687898
2022-09-02,2097.5813953488373
2022-09-06,1888.2042253521126
2022-09-10,1540.9936305732483
2022-09-14,2128.417322834646
2022-09-18,1379.1948051948052
2022-09-22,1920.265625
2022-09-26,1728.74
2022-09-30,1696.284023668639
2022-10-04,1710.0858895705521
2022-10-08,1345.702857142857
2022-10-12,1906.5401459854015
2022-10-16,1478.6041666666667
2022-10-20,1820.5931034482758
2022-10-24,1944.75
2022-10-28,1780.0943396226414
2022-11-01,1918.0
2022-11-05,1703.2980132450332
2022-11-09,1961.510067114094
2022-11-13,1764.6821705426357
2022-11-17,1800.4710144927535
2022-11-21,2099.062015503876
2022-11-25,2100.3333333333335
2022-11-29,2072.610687022901
2022-12-03,1915.6564885496184
2022-12-07,1583.3023255813953
2022-12-11,1481.5510204081634
2022-12-15,1990.7410071942445
2022-12-19,1905.1176470588234
2022-12-23,2075.1969696969695
2022-12-27,2081.3826086956524
2022-12-31,1553.3653846153845
2023-01-04,1943.6083916083917
2023-01-08,1493.3856209150326
2023-01-12,2092.582781456954
2023-01-16,2059.891156462585
2023-01-20,2241.0757575757575
2023-01-24,2271.0852713178297
2023-01-28,1600.2916666666667
2023-02-01,2522.3430656934306
2023-02-05,1671.796052631579
2023-02-09,2280.858024691358
2023-02-13,1918.775641025641
2023-02-17,1947.030303030303
2023-02-21,1739.2634730538923
2023-02-25,2415.07476635514
2023-03-01,2246.6588235294116
2023-03-05,1849.2774193548387
2023-03-09,2495.214814814815
2023-03-13,2121.7006369426754
2023-03-17,2304.918367346939
2023-03-21,2261.6
2023-03-25,2001.3586206896553
2023-03-29,2276.4421768707484
2023-04-02,2292.7651006711408
2023-04-06,2212.61875
2023-04-10,2354.6747967479673
2023-04-14,2256.85
2023-04-18,1882.6626506024097
2023-04-22,2380.8859060402683
2023-04-26,3357.392307692308
2023-04-30,3841.324324324324
2023-05-04,3363.8561643835615
2023-05-08,4197.4525547445255
2023-05-12,3611.0567375886526
2023-05-16,3702.3660130718954
2023-05-20,3234.625954198473
2023-05-24,2876.0354609929077
2023-05-28,3100.9875
2023-06-01,2696.8636363636365
2023-06-05,2603.289855072464
2023-06-09,2290.437869822485
2023-06-13,2792.401360544218
2023-06-17,3394.657142857143
2023-06-21,3002.314049586777
2023-06-25,2501.7581699346406
2023-06-29,3001.321917808219
2023-07-03,2394.992700729927
2023-07-07,3177.2228571428573
2023-07-11,3202.17037037037
2023-07-15,3514.3478260869565
2023-07-19,3244.925675675676
2023-07-23,3806.9659863945576
2023-07-27,2993.0289855072465
2023-07-31,3160.751773049645
2023-08-04,2632.115702479339
2023-08-08,2649.552
2023-08-12,3017.568862275449
2023-08-16,3477.7791411042945
2023-08-20,3780.6234567901233
2023-08-24,2871.589928057554
2023-08-28,2808.008474576271
2023-09-01,2778.46357615894
2023-09-05,3726.5564516129034
2023-09-09,3956.3509933774835
2023-09-13,3486.0272108843537
2023-09-17,4102.147651006711
2023-09-21,3127.1014492753625
2023-09-25,1970.6896551724137
2023-09-29,2246.7278911564626
2023-10-03,1894.2926829268292
2023-10-07,1430.2163742690059
2023-10-11,1653.75
2023-10-15,1508.5209580838323
2023-10-19,2014.3357142857142
2023-10-23,1922.1656050955414
2023-10-27,2940.3636363636365
2023-10-31,2798.393548387097
2023-11-04,4160.2202380952385
2023-11-08,3914.1006711409395
2023-11-12,4368.490683229814
2023-11-16,4246.121621621622
2023-11-20,3859.4578313253014
2023-11-24,3713.6785714285716
2023-11-28,3045.3197278911566
2023-12-02,3380.803149606299
2023-12-06,3439.669117647059
2023-12-10,3829.8214285714284
2023-12-14,3910.8561643835615
2023-12-18,3815.095238095238
2023-12-22,3723.3988095238096
2023-12-26,3983.4028776978416
2023-12-30,3681.537931034483
2024-01-03,3181.9556962025317
2024-01-07,2954.9830508474574
2024-01-11,2595.809248554913
2024-01-15,3583.3245614035086
2024-01-19,3490.628787878788
2024-01-23,2392.6103896103896
2024-01-27,3493.8362573099416
2024-01-31,3392.7480916030536
2024-02-04,2169.1032258064515
2024-02-08,2065.949275362319
2024-02-12,2290.0055865921786
2024-02-16,2334.194029850746
2024-02-20,2816.2836879432625
2024-02-24,2484.810218978102
2024-02-28,2777.181208053691
2024-03-03,2486.7548387096776
2024-03-07,2424.133333333333
2024-03-11,2318.2235294117645
2024-03-15,2424.4409448818897
2024-03-19,2955.108280254777
2024-03-23,2093.653846153846
2024-03-27,2616.926470588235
2024-03-31,2333.394160583942
2024-04-04,2323.2391304347825
2024-04-08,2883.6518987341774
2024-04-12,3297.7132352941176
2024-04-16,2755.569696969697
2024-04-20,4853.8538461538465
2024-04-24,3914.277419354839
2024-04-28,3482.292857142857
2024-05-02,3860.958620689655
2024-05-06,4260.795081967213
2024-05-10,4922.696551724138
2024-05-14,3103.2573529411766
2024-05-18,3134.875
2024-05-22,3812.281045751634
2024-05-26,5075.327380952381
2024-05-30,4149.731707317073
2024-06-03,4899.515923566879
2024-06-07,1859.0281690140846
2024-06-11,3770.2195121951218
2024-06-15,3380.186567164179
2024-06-19,4631.78102189781
2024-06-23,4396.0
2024-06-27,3189.4153846153845
2024-07-01,4333.77304964539
2024-07-05,4054.0247933884298
2024-07-09,4246.993506493506
2024-07-13,4777.181818181818
2024-07-17,3873.396226415094
2024-07-21,5086.5621301775145
2024-07-25,4415.40490797546
2024-07-29,4641.1741573033705
2024-08-02,3280.904
2024-08-06,3465.5214285714287
2024-08-10,4254.085271317829
2024-08-14,3823.492424242424
2024-08-18,4933.98717948718
2024-08-22,4969.3875
2024-08-26,4483.0
2024-08-30,3817.612676056338
2024-09-03,3911.0805369127515
2024-09-07,4945.734177215189
2024-09-11,3809.277777777778
2024-09-15,4718.3708609271525
2024-09-19,3735.3032786885246
2024-09-23,3973.301369863014
2024-09-27,3297.2481751824816
2024-10-01,4031.171974522293
2024-10-05,5017.05298013245
2024-10-09,4227.456692913386
2024-10-13,4701.007246376812
2024-10-17,4159.407643312102
2024-10-21,4883.105263157895
2024-10-25,3424.9281045751636
2024-10-29,3917.076433121019
2024-11-02,3862.496453900709
2024-11-06,3278.699346405229
2024-11-10,3772.1486486486488
2024-11-14,3965.0866141732286
2024-11-18,4316.076923076923
2024-11-22,3778.3566433566434
2024-11-26,3422.223021582734
2024-11-30,3908.189024390244
2024-12-04,3421.170068027211
2024-12-08,2878.904109589041
2024-12-12,3209.310810810811
2024-12-16,2788.8310810810813
2024-12-20,2640.198675496689
2024-12-24,2474.0151515151515
2024-12-28,2087.972027972028
2025-01-01,2087.2357142857145
2025-01-05,2781.75641025641
2025-01-09,3513.2434210526317
2025-01-13,3189.4375
2025-01-17,2837.74
2025-01-21,2439.187969924812
2025-01-25,2648.34375
2025-01-29,2292.4645161290323
2025-02-02,2241.2748538011697
2025-02-06,2953.9724137931034
2025-02-10,2586.4892086330933
2025-02-14,2276.3289473684213
2025-02-18,3019.35
2025-02-22,3970.136690647482
2025-02-26,2570.541401273885
2025-03-02,2102.4761904761904
2025-03-06,2178.5235294117647
2025-03-10,2897.5584415584417
2025-03-14,3092.8802816901407
2025-03-18,2600.260563380282
2025-03-22,2758.9266666666667
2025-03-26,3388.6052631578946
2025-03-30,2227.78102189781
2025-04-03,2579.2302631578946
