Date,Confirmed Payments
2017-06-27,234989698.0
2017-07-01,236026202.0
2017-07-05,236955005.0
2017-07-09,237881147.0
2017-07-13,238843535.0
2017-07-17,239742398.0
2017-07-21,240717621.0
2017-07-25,241630558.0
2017-07-29,242585209.0
2017-08-02,243343135.0
2017-08-06,244240858.0
2017-08-10,245225550.0
2017-08-14,246291824.0
2017-08-18,247480589.0
2017-08-22,248507661.0
2017-08-26,249431724.0
2017-08-30,250423130.0
2017-09-03,251497283.0
2017-09-07,252515787.0
2017-09-11,253462800.0
2017-09-15,254503652.0
2017-09-19,255440764.0
2017-09-23,256441730.0
2017-09-27,257321180.0
2017-10-01,258321327.0
2017-10-05,259335557.0
2017-10-09,260361879.0
2017-10-13,261548652.0
2017-10-17,262749769.0
2017-10-21,264082082.0
2017-10-25,265347488.0
2017-10-29,266383322.0
2017-11-02,267662050.0
2017-11-06,268826538.0
2017-11-10,270075705.0
2017-11-14,271037940.0
2017-11-18,272248316.0
2017-11-22,273491904.0
2017-11-26,274798026.0
2017-11-30,276271425.0
2017-12-04,277747090.0
2017-12-08,279373630.0
2017-12-12,280871727.0
2017-12-16,282565792.0
2017-12-20,284094637.0
2017-12-24,285489261.0
2017-12-28,286552442.0
2018-01-01,287846198.0
2018-01-05,289250439.0
2018-01-09,290665709.0
2018-01-13,292011260.0
2018-01-17,293089374.0
2018-01-21,294197236.0
2018-01-25,295182374.0
2018-01-29,296046100.0
2018-02-02,296975108.0
2018-02-06,297797902.0
2018-02-10,298604656.0
2018-02-14,299306169.0
2018-02-18,300060611.0
2018-02-22,300812154.0
2018-02-26,301478395.0
2018-03-02,302309658.0
2018-03-06,303041352.0
2018-03-10,303857516.0
2018-03-14,304549889.0
2018-03-18,305285642.0
2018-03-22,306033506.0
2018-03-26,306691342.0
2018-03-30,307435858.0
2018-04-03,308073189.0
2018-04-07,308813093.0
2018-04-11,309468954.0
2018-04-15,310243378.0
2018-04-19,311012999.0
2018-04-23,311801306.0
2018-04-27,312713491.0
2018-05-01,313522774.0
2018-05-05,314383829.0
2018-05-09,315180744.0
2018-05-13,315992718.0
2018-05-17,316784522.0
2018-05-21,317519701.0
2018-05-25,318354573.0
2018-05-29,319042790.0
2018-06-02,319866167.0
2018-06-06,320628257.0
2018-06-10,321415161.0
2018-06-14,322234256.0
2018-06-18,322954219.0
2018-06-22,323736973.0
2018-06-26,324463101.0
2018-06-30,325234484.0
2018-07-04,325988496.0
2018-07-08,326763721.0
2018-07-12,327545678.0
2018-07-16,328294854.0
2018-07-20,329199348.0
2018-07-24,330006442.0
2018-07-28,330977464.0
2018-08-01,331809220.0
2018-08-05,332696040.0
2018-08-09,333554382.0
2018-08-13,334361876.0
2018-08-17,335308653.0
2018-08-21,336116312.0
2018-08-25,337002185.0
2018-08-29,337831435.0
2018-09-02,338752659.0
2018-09-06,339640512.0
2018-09-10,340517266.0
2018-09-14,341444891.0
2018-09-18,342298731.0
2018-09-22,343320841.0
2018-09-26,344236324.0
2018-09-30,345202714.0
2018-10-04,346138560.0
2018-10-08,347063616.0
2018-10-12,348053877.0
2018-10-16,348961028.0
2018-10-20,349985997.0
2018-10-24,350934362.0
2018-10-28,351929533.0
2018-11-01,352989457.0
2018-11-05,354045146.0
2018-11-09,355193936.0
2018-11-13,356277368.0
2018-11-17,357423738.0
2018-11-21,358483054.0
2018-11-25,359528490.0
2018-11-29,360548754.0
2018-12-03,361509076.0
2018-12-07,362555831.0
2018-12-11,363537909.0
2018-12-15,364596118.0
2018-12-19,365651197.0
2018-12-23,366772667.0
2018-12-27,367840744.0
2018-12-31,368980920.0
2019-01-04,370039173.0
2019-01-08,371129843.0
2019-01-12,372400845.0
2019-01-16,373591457.0
2019-01-20,374779658.0
2019-01-24,375980457.0
2019-01-28,377152636.0
2019-02-01,378464436.0
2019-02-05,379761650.0
2019-02-09,381152017.0
2019-02-13,382350594.0
2019-02-17,383686764.0
2019-02-21,385019779.0
2019-02-25,386317544.0
2019-03-01,387732061.0
2019-03-05,389081411.0
2019-03-09,390211069.0
2019-03-13,391245872.0
2019-03-17,392390409.0
2019-03-21,393519539.0
2019-03-25,394595728.0
2019-03-29,396060389.0
2019-04-02,397560778.0
2019-04-06,399063502.0
2019-04-10,400491259.0
2019-04-14,402034908.0
2019-04-18,403462303.0
2019-04-22,404918202.0
2019-04-26,406360316.0
2019-04-30,407847689.0
2019-05-04,409467939.0
2019-05-08,410864056.0
2019-05-12,412286381.0
2019-05-16,413750644.0
2019-05-20,415195412.0
2019-05-24,416740497.0
2019-05-28,418228062.0
2019-06-01,419699192.0
2019-06-05,421000986.0
2019-06-09,422381534.0
2019-06-13,423706779.0
2019-06-17,425060575.0
2019-06-21,426507765.0
2019-06-25,427968264.0
2019-06-29,429496915.0
2019-07-03,430894074.0
2019-07-07,432390866.0
2019-07-11,433764593.0
2019-07-15,435059067.0
2019-07-19,436412702.0
2019-07-23,437638264.0
2019-07-27,438910919.0
2019-07-31,440128033.0
2019-08-04,441501346.0
2019-08-08,442880797.0
2019-08-12,444135872.0
2019-08-16,445518540.0
2019-08-20,446738249.0
2019-08-24,448041779.0
2019-08-28,449280974.0
2019-09-01,450660388.0
2019-09-05,451968086.0
2019-09-09,453288908.0
2019-09-13,454620184.0
2019-09-17,455850312.0
2019-09-21,457244415.0
2019-09-25,458540193.0
2019-09-29,459862484.0
2019-10-03,461123521.0
2019-10-07,462388900.0
2019-10-11,463712218.0
2019-10-15,464942535.0
2019-10-19,466295480.0
2019-10-23,467582972.0
2019-10-27,468869146.0
2019-10-31,470055810.0
2019-11-04,471247114.0
2019-11-08,472529824.0
2019-11-12,473774076.0
2019-11-16,475069560.0
2019-11-20,476249278.0
2019-11-24,477512144.0
2019-11-28,478697560.0
2019-12-02,479870557.0
2019-12-06,481170589.0
2019-12-10,482362284.0
2019-12-14,483610063.0
2019-12-18,484811929.0
2019-12-22,486089966.0
2019-12-26,487209890.0
2019-12-30,488408114.0
2020-01-03,489572666.0
2020-01-07,490763687.0
2020-01-11,492078809.0
2020-01-15,493308752.0
2020-01-19,494578989.0
2020-01-23,495819165.0
2020-01-27,497010617.0
2020-01-31,498303172.0
2020-02-04,499563560.0
2020-02-08,500892017.0
2020-02-12,502190188.0
2020-02-16,503524815.0
2020-02-20,504823586.0
2020-02-24,506069685.0
2020-02-28,507401128.0
2020-03-03,508730234.0
2020-03-07,510117441.0
2020-03-11,511412827.0
2020-03-15,512605951.0
2020-03-19,513610484.0
2020-03-23,514615625.0
2020-03-27,515664266.0
2020-03-31,516690787.0
2020-04-04,517840235.0
2020-04-08,518926212.0
2020-04-12,520037763.0
2020-04-16,521163188.0
2020-04-20,522312894.0
2020-04-24,523541482.0
2020-04-28,524705940.0
2020-05-02,526022596.0
2020-05-06,527247124.0
2020-05-10,528558865.0
2020-05-14,529794208.0
2020-05-18,530906830.0
2020-05-22,532032847.0
2020-05-26,533062704.0
2020-05-30,534231865.0
2020-06-03,535388210.0
2020-06-07,536631092.0
2020-06-11,537854272.0
2020-06-15,539060238.0
2020-06-19,540314507.0
2020-06-23,541502518.0
2020-06-27,542812617.0
2020-07-01,543968606.0
2020-07-05,545310370.0
2020-07-09,546617219.0
2020-07-13,547914934.0
2020-07-17,549246751.0
2020-07-21,550438348.0
2020-07-25,551820942.0
2020-07-29,553095438.0
2020-08-02,554422556.0
2020-08-06,555665915.0
2020-08-10,556901315.0
2020-08-14,558230773.0
2020-08-18,559488830.0
2020-08-22,560816607.0
2020-08-26,562049916.0
2020-08-30,563347869.0
2020-09-03,564613771.0
2020-09-07,565811414.0
2020-09-11,567132303.0
2020-09-15,568348616.0
2020-09-19,569700045.0
2020-09-23,570865205.0
2020-09-27,572161256.0
2020-10-01,573414811.0
2020-10-05,574614906.0
2020-10-09,575927903.0
2020-10-13,577136548.0
2020-10-17,578449559.0
2020-10-21,579591519.0
2020-10-25,580871863.0
2020-10-29,581879482.0
2020-11-02,582975972.0
2020-11-06,584172804.0
2020-11-10,585352179.0
2020-11-14,586602857.0
2020-11-18,587788639.0
2020-11-22,589120273.0
2020-11-26,590384379.0
2020-11-30,591587779.0
2020-12-04,592897766.0
2020-12-08,594058381.0
2020-12-12,595329667.0
2020-12-16,596535607.0
2020-12-20,597879066.0
2020-12-24,599094619.0
2020-12-28,600249266.0
2021-01-01,601577750.0
2021-01-05,602865747.0
2021-01-09,604378746.0
2021-01-13,605701559.0
2021-01-17,607012869.0
2021-01-21,608238505.0
2021-01-25,609414229.0
2021-01-29,610710114.0
2021-02-02,611935068.0
2021-02-06,613372494.0
2021-02-10,614687413.0
2021-02-14,616012831.0
2021-02-18,617234210.0
2021-02-22,618485717.0
2021-02-26,619741599.0
2021-03-02,620904141.0
2021-03-06,622182529.0
2021-03-10,623323394.0
2021-03-14,624557151.0
2021-03-18,625772533.0
2021-03-22,626942107.0
2021-03-26,628178277.0
2021-03-30,629311017.0
2021-04-03,630582655.0
2021-04-07,631709087.0
2021-04-11,632932905.0
2021-04-15,634085336.0
2021-04-19,635135909.0
2021-04-23,636123674.0
2021-04-27,637190939.0
2021-05-01,638316363.0
2021-05-05,639401160.0
2021-05-09,640605777.0
2021-05-13,641770051.0
2021-05-17,642762772.0
2021-05-21,643726741.0
2021-05-25,644605027.0
2021-05-29,645503002.0
2021-06-02,646341383.0
2021-06-06,647278422.0
2021-06-10,648157218.0
2021-06-14,649035665.0
2021-06-18,650012711.0
2021-06-22,650795691.0
2021-06-26,651675788.0
2021-06-30,652404292.0
2021-07-04,653279360.0
2021-07-08,654124289.0
2021-07-12,654935868.0
2021-07-16,655849251.0
2021-07-20,656643325.0
2021-07-24,657569543.0
2021-07-28,658459857.0
2021-08-01,659435583.0
2021-08-05,660346520.0
2021-08-09,661257949.0
2021-08-13,662284957.0
2021-08-17,663203487.0
2021-08-21,664234090.0
2021-08-25,665178657.0
2021-08-29,666176305.0
2021-09-02,667169954.0
2021-09-06,668178140.0
2021-09-10,669268179.0
2021-09-14,670195353.0
2021-09-18,671275196.0
2021-09-22,672217715.0
2021-09-26,673252795.0
2021-09-30,674209251.0
2021-10-04,675257144.0
2021-10-08,676432081.0
2021-10-12,677448946.0
2021-10-16,678594018.0
2021-10-20,679675451.0
2021-10-24,680801042.0
2021-10-28,681881744.0
2021-11-01,682953398.0
2021-11-05,684121357.0
2021-11-09,685155107.0
2021-11-13,686368434.0
2021-11-17,687421128.0
2021-11-21,688539230.0
2021-11-25,689623429.0
2021-11-29,690658593.0
2021-12-03,691856000.0
2021-12-07,692898231.0
2021-12-11,694005972.0
2021-12-15,695004157.0
2021-12-19,696043039.0
2021-12-23,697110260.0
2021-12-27,698069683.0
2021-12-31,699106307.0
2022-01-04,699995245.0
2022-01-08,701060121.0
2022-01-12,702040529.0
2022-01-16,703090105.0
2022-01-20,704099618.0
2022-01-24,705098842.0
2022-01-28,706150299.0
2022-02-01,707116297.0
2022-02-05,708182519.0
2022-02-09,709198351.0
2022-02-13,710212002.0
2022-02-17,711209926.0
2022-02-21,712147783.0
2022-02-25,713150486.0
2022-03-01,714113424.0
2022-03-05,715213378.0
2022-03-09,716156440.0
2022-03-13,717168548.0
2022-03-17,718176611.0
2022-03-21,719169728.0
2022-03-25,720221107.0
2022-03-29,721252996.0
2022-04-02,722377453.0
2022-04-06,723405122.0
2022-04-10,724448126.0
2022-04-14,725497957.0
2022-04-18,726450332.0
2022-04-22,727537519.0
2022-04-26,728533363.0
2022-04-30,729657029.0
2022-05-04,730700527.0
2022-05-08,731767365.0
2022-05-12,732821388.0
2022-05-16,733892118.0
2022-05-20,734968323.0
2022-05-24,735935114.0
2022-05-28,736992278.0
2022-06-01,737975245.0
2022-06-05,738999111.0
2022-06-09,739994750.0
2022-06-13,740963749.0
2022-06-17,742067898.0
2022-06-21,743003721.0
2022-06-25,744021307.0
2022-06-29,744954771.0
2022-07-03,745997123.0
2022-07-07,746956618.0
2022-07-11,747926545.0
2022-07-15,748940946.0
2022-07-19,749887101.0
2022-07-23,750963692.0
2022-07-27,751905467.0
2022-07-31,752962724.0
2022-08-04,753971678.0
2022-08-08,754954247.0
2022-08-12,756018367.0
2022-08-16,756971951.0
2022-08-20,758074323.0
2022-08-24,759009330.0
2022-08-28,760014452.0
2022-09-01,760992653.0
2022-09-05,761978316.0
2022-09-09,763024820.0
2022-09-13,764047893.0
2022-09-17,765115318.0
2022-09-21,766099303.0
2022-09-25,767115721.0
2022-09-29,768121601.0
2022-10-03,769131230.0
2022-10-07,770228799.0
2022-10-11,771202786.0
2022-10-15,772297921.0
2022-10-19,773270316.0
2022-10-23,774302087.0
2022-10-27,775339438.0
2022-10-31,776364220.0
2022-11-04,777479941.0
2022-11-08,778505900.0
2022-11-12,779671535.0
2022-11-16,780665460.0
2022-11-20,781725443.0
2022-11-24,782751591.0
2022-11-28,783718774.0
2022-12-02,784809472.0
2022-12-06,785824548.0
2022-12-10,786890447.0
2022-12-14,787897951.0
2022-12-18,788968409.0
2022-12-22,789982145.0
2022-12-26,790945257.0
2022-12-30,791948046.0
2023-01-03,792897596.0
2023-01-07,794002725.0
2023-01-11,795068665.0
2023-01-15,796298027.0
2023-01-19,797461667.0
2023-01-23,798597007.0
2023-01-27,799785583.0
2023-01-31,800926516.0
2023-02-04,802240108.0
2023-02-08,803403182.0
2023-02-12,804670112.0
2023-02-16,805855534.0
2023-02-20,807038897.0
2023-02-24,808173143.0
2023-02-28,809295737.0
2023-03-04,810695222.0
2023-03-08,811965659.0
2023-03-12,813244464.0
2023-03-16,814516177.0
2023-03-20,815716535.0
2023-03-24,816977341.0
2023-03-28,818118504.0
2023-04-01,819403518.0
2023-04-05,820819718.0
2023-04-09,822193825.0
2023-04-13,823485760.0
2023-04-17,824641493.0
2023-04-21,825868575.0
2023-04-25,827368933.0
2023-04-29,829077303.0
2023-05-03,831271254.0
2023-05-07,833264393.0
2023-05-11,835719335.0
2023-05-15,837983993.0
2023-05-19,840134477.0
2023-05-23,842061818.0
2023-05-27,843977742.0
2023-05-31,846010668.0
2023-06-04,847649292.0
2023-06-08,849267903.0
2023-06-12,850826536.0
2023-06-16,852362214.0
2023-06-20,854204009.0
2023-06-24,855781779.0
2023-06-28,857363958.0
2023-07-02,858904884.0
2023-07-06,860413870.0
2023-07-10,862529837.0
2023-07-14,864323567.0
2023-07-18,866253233.0
2023-07-22,868041114.0
2023-07-26,869881904.0
2023-07-30,871620602.0
2023-08-03,873515235.0
2023-08-07,875417941.0
2023-08-11,877040464.0
2023-08-15,879116599.0
2023-08-19,881192206.0
2023-08-23,883294423.0
2023-08-27,885036076.0
2023-08-31,886688161.0
2023-09-04,888711147.0
2023-09-08,890770975.0
2023-09-12,892799688.0
2023-09-16,895054866.0
2023-09-20,897387893.0
2023-09-24,899443311.0
2023-09-28,900817492.0
2023-10-02,902121653.0
2023-10-06,903383323.0
2023-10-10,904451509.0
2023-10-14,905548967.0
2023-10-18,906660247.0
2023-10-22,907779086.0
2023-10-26,909185230.0
2023-10-30,911043105.0
2023-11-03,912807567.0
2023-11-07,915071920.0
2023-11-11,917204210.0
2023-11-15,919486107.0
2023-11-19,921842625.0
2023-11-23,924252457.0
2023-11-27,926658637.0
2023-12-01,928357959.0
2023-12-05,930562927.0
2023-12-09,932329201.0
2023-12-13,934522487.0
2023-12-17,936952126.0
2023-12-21,939454845.0
2023-12-25,942001587.0
2023-12-29,944052234.0
2024-01-02,946556126.0
2024-01-06,948329345.0
2024-01-10,949942768.0
2024-01-14,951806034.0
2024-01-18,953724623.0
2024-01-22,955832047.0
2024-01-26,957370904.0
2024-01-30,959673171.0
2024-02-03,961484454.0
2024-02-07,962895075.0
2024-02-11,964341289.0
2024-02-15,965690056.0
2024-02-19,966978466.0
2024-02-23,968477026.0
2024-02-27,970001601.0
2024-03-02,971629098.0
2024-03-06,973139068.0
2024-03-10,974743386.0
2024-03-14,976237246.0
2024-03-18,977597096.0
2024-03-22,979166985.0
2024-03-26,980481347.0
2024-03-30,982034123.0
2024-04-03,983527260.0
2024-04-07,985002826.0
2024-04-11,986969366.0
2024-04-15,988874833.0
2024-04-19,990636427.0
2024-04-23,992971257.0
2024-04-27,995476229.0
2024-05-01,997317748.0
2024-05-05,999460152.0
2024-05-09,1001428985.0
2024-05-13,1003937388.0
2024-05-17,1005883300.0
2024-05-21,1008129428.0
2024-05-25,1010738427.0
2024-05-29,1013574837.0
2024-06-02,1016254587.0
2024-06-06,1018940136.0
2024-06-10,1021096853.0
2024-06-14,1023640358.0
2024-06-18,1025602071.0
2024-06-22,1027977427.0
2024-06-26,1030219094.0
2024-06-30,1032425530.0
2024-07-04,1034682791.0
2024-07-08,1037044099.0
2024-07-12,1039564568.0
2024-07-16,1042095006.0
2024-07-20,1044193286.0
2024-07-24,1047399060.0
2024-07-28,1049620831.0
2024-08-01,1052444218.0
2024-08-05,1054427591.0
2024-08-09,1056328804.0
2024-08-13,1058369009.0
2024-08-17,1060692063.0
2024-08-21,1063433029.0
2024-08-25,1066510457.0
2024-08-29,1069223641.0
2024-09-02,1071644227.0
2024-09-06,1074425841.0
2024-09-10,1077357165.0
2024-09-14,1079319929.0
2024-09-18,1081714797.0
2024-09-22,1083797659.0
2024-09-26,1086041058.0
2024-09-30,1088162302.0
2024-10-04,1090562138.0
2024-10-08,1093344026.0
2024-10-12,1095979496.0
2024-10-16,1098621972.0
2024-10-20,1101192334.0
2024-10-24,1104170076.0
2024-10-28,1106674937.0
2024-11-01,1109237218.0
2024-11-05,1111242567.0
2024-11-09,1113258894.0
2024-11-13,1115361279.0
2024-11-17,1117599733.0
2024-11-21,1120351133.0
2024-11-25,1122295043.0
2024-11-29,1124361445.0
2024-12-03,1126353805.0
2024-12-07,1128225263.0
2024-12-11,1129944829.0
2024-12-15,1131942294.0
2024-12-19,1133566888.0
2024-12-23,1135068479.0
2024-12-27,1136392786.0
2024-12-31,1137833299.0
2025-01-04,1139250289.0
2025-01-08,1140835305.0
2025-01-12,1142539630.0
2025-01-16,1144034842.0
2025-01-20,1145584774.0
2025-01-24,1147018975.0
2025-01-28,1148368199.0
2025-02-01,1149693584.0
2025-02-05,1151103253.0
2025-02-09,1152880562.0
2025-02-13,1154349357.0
2025-02-17,1155682092.0
2025-02-21,1157366246.0
2025-02-25,1159466165.0
2025-03-01,1161078066.0
2025-03-05,1162312262.0
2025-03-09,1163595652.0
2025-03-13,1165151035.0
2025-03-17,1167067199.0
2025-03-21,1168596451.0
2025-03-25,1170348935.0
2025-03-29,1172204897.0
2025-04-02,1173474179.0
